"Mod name","Registry name","Hardness","Resistance"
"Unknown","diagonalwalls:minecraft/andesite_wall","1,50","6,00"
"Unknown","diagonalwalls:minecraft/blackstone_wall","1,50","6,00"
"Unknown","diagonalwalls:minecraft/brick_wall","2,00","6,00"
"Unknown","diagonalwalls:minecraft/cobbled_deepslate_wall","3,50","6,00"
"Unknown","diagonalwalls:minecraft/cobblestone_wall","2,00","6,00"
"Unknown","diagonalwalls:minecraft/deepslate_brick_wall","3,50","6,00"
"Unknown","diagonalwalls:minecraft/deepslate_tile_wall","3,50","6,00"
"Unknown","diagonalwalls:minecraft/diorite_wall","1,50","6,00"
"Unknown","diagonalwalls:minecraft/end_stone_brick_wall","3,00","9,00"
"Unknown","diagonalwalls:minecraft/granite_wall","1,50","6,00"
"Unknown","diagonalwalls:minecraft/mossy_cobblestone_wall","2,00","6,00"
"Unknown","diagonalwalls:minecraft/mossy_stone_brick_wall","1,50","6,00"
"Unknown","diagonalwalls:minecraft/mud_brick_wall","1,50","3,00"
"Unknown","diagonalwalls:minecraft/nether_brick_wall","2,00","6,00"
"Unknown","diagonalwalls:minecraft/polished_blackstone_brick_wall","1,50","6,00"
"Unknown","diagonalwalls:minecraft/polished_blackstone_wall","2,00","6,00"
"Unknown","diagonalwalls:minecraft/polished_deepslate_wall","3,50","6,00"
"Unknown","diagonalwalls:minecraft/prismarine_wall","1,50","6,00"
"Unknown","diagonalwalls:minecraft/red_nether_brick_wall","2,00","6,00"
"Unknown","diagonalwalls:minecraft/red_sandstone_wall","0,80","0,80"
"Unknown","diagonalwalls:minecraft/sandstone_wall","0,80","0,80"
"Unknown","diagonalwalls:minecraft/stone_brick_wall","1,50","6,00"
"Unknown","diagonalwalls:naturalist/cut_shellstone_wall","0,80","0,80"
"Unknown","diagonalwalls:naturalist/shellstone_brick_wall","0,80","0,80"
"Unknown","diagonalwalls:naturalist/shellstone_wall","0,80","0,80"
"Unknown","diagonalwalls:naturalist/smooth_shellstone_wall","0,80","0,80"
"Unknown","diagonalwalls:supplementaries/ash_bricks_wall","1,50","6,00"
"Unknown","diagonalwalls:supplementaries/blackstone_tile_wall","1,50","6,00"
"Unknown","diagonalwalls:supplementaries/lapis_bricks_wall","2,00","2,00"
"Unknown","diagonalwalls:supplementaries/stone_tile_wall","1,50","6,00"
"Unknown","diagonalwindows:betterend/terminite_bars","5,00","6,00"
"Unknown","diagonalwindows:betterend/thallasium_bars","5,00","6,00"
"Unknown","diagonalwindows:betternether/blue_obsidian_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:betternether/cincinnasite_bars","0,30","0,30"
"Unknown","diagonalwindows:betternether/obsidian_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_black","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_blue","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_brown","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_cyan","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_gray","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_green","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_light_blue","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_light_gray","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_lime","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_magenta","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_orange","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_pink","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_purple","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_red","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_white","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_framed_pane_yellow","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_black","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_blue","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_brown","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_cyan","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_gray","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_green","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_light_blue","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_light_gray","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_lime","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_magenta","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_orange","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_pink","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_purple","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_red","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_white","0,30","0,30"
"Unknown","diagonalwindows:betternether/quartz_glass_pane_yellow","0,30","0,30"
"Unknown","diagonalwindows:blockus/acacia_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/bamboo_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/birch_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/black_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/blue_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/brown_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/charred_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/cherry_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/crimson_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/cyan_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/dark_oak_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/golden_bars","5,00","6,00"
"Unknown","diagonalwindows:blockus/gray_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/green_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/jungle_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/light_blue_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/light_gray_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/lime_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/magenta_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/mangrove_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/oak_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/orange_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/paper_wall","0,10","0,80"
"Unknown","diagonalwindows:blockus/pink_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/purple_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/rainbow_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/rainbow_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/raw_bamboo_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/red_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/spruce_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/warped_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/white_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:blockus/white_oak_lattice","2,00","3,00"
"Unknown","diagonalwindows:blockus/wooden_frame","0,10","0,80"
"Unknown","diagonalwindows:blockus/yellow_beveled_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_black_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_blue_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_brown_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_cyan_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_gray_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_green_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_leaded_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_light_blue_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_light_gray_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_lime_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_magenta_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_orange_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_pink_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_purple_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_red_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_white_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/arched_yellow_stained_glass_pane_pillar","0,30","0,30"
"Unknown","diagonalwindows:chipped/barbed_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/bolted_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/chained_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/circle_oak_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_black_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_brown_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_cyan_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_green_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_light_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_light_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_lime_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_magenta_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_orange_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_pink_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_purple_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_red_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_white_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/circular_yellow_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/clear_leaded_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/crossbolted_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/crossed_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/fancy_black_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_brown_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_cyan_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_green_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_leaded_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_light_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_light_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_lime_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_magenta_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_orange_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_pink_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_purple_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_red_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_white_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/fancy_yellow_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/floral_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/harp_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/iron_bars_top","5,00","6,00"
"Unknown","diagonalwindows:chipped/large_diamond_black_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_brown_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_cyan_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_green_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_leaded_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_light_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_light_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_lime_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_magenta_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_orange_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_pink_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_purple_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_red_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_white_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/large_diamond_yellow_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/lead_woven_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/linked_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/loose_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/oak_bared_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/oak_bordered_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/oak_diamond_bordered_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/oak_horizontal_lined_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/oak_large_diamond_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/oak_line_bared_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/oak_ornate_bared_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/oak_snowflake_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/oak_woven_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_black_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_brown_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_cyan_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_green_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_leaded_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_light_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_light_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_lime_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_magenta_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_orange_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_pink_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_purple_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_red_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_white_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/ornate_yellow_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/piked_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/railed_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/raster_black_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_brown_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_cyan_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_green_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_leaded_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_light_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_light_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_lime_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_magenta_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_orange_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_pink_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_purple_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_red_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_white_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/raster_yellow_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/sighthole_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/small_black_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_brown_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_cyan_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_diamond_leaded_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_green_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_light_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_light_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_lime_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_magenta_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_orange_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_pink_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_purple_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_red_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_white_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/small_yellow_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_black_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_brown_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_cyan_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_green_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_leaded_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_light_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_light_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_lime_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_magenta_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_oak_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_orange_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_pink_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_purple_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_red_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_white_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/square_yellow_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/stepped_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/sturdy_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/supported_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/thorned_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/tiled_black_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_brown_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_cyan_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_green_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_light_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_light_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_lime_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_magenta_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_orange_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_pink_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_purple_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_red_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_white_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/tiled_yellow_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_leaded_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_black_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_brown_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_cyan_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_green_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_light_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_light_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_lime_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_magenta_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_orange_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_pink_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_purple_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_red_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_white_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/vertical_stiped_yellow_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/victorian_iron_bars_pikes","5,00","6,00"
"Unknown","diagonalwindows:chipped/vined_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/woven_black_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_brown_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_cyan_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_green_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:chipped/woven_light_blue_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_light_gray_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_lime_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_magenta_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_orange_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_pink_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_purple_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_red_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_white_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/woven_yellow_stained_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:chipped/zippered_iron_bars","5,00","6,00"
"Unknown","diagonalwindows:galosphere/palladium_lattice","3,00","6,00"
"Unknown","diagonalwindows:hybrid-blocks/black_stained_clear_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:hybrid-blocks/blue_stained_clear_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:hybrid-blocks/brown_stained_clear_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:hybrid-blocks/clear_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:hybrid-blocks/cyan_stained_clear_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:hybrid-blocks/gray_stained_clear_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:hybrid-blocks/green_stained_clear_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:hybrid-blocks/light_blue_stained_clear_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:hybrid-blocks/light_gray_stained_clear_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:hybrid-blocks/lime_stained_clear_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:hybrid-blocks/magenta_stained_clear_glass_pane","0,30","0,30"
"Unknown","diagonalwindows:hybrid-blocks/orange_stained_clear_glass_pane","0,30","0,30"
