"ID","Registry name","Tags"
198,"minecraft:the_void","c:void, sereneseasons:blacklisted_biomes, minecraft:without_wandering_trader_spawns, c:is_void"
199,"incendium:toxic_heap","minecraft:has_structure/ruined_portal_nether, incendium:all_incendium_biomes, forge:is_hot/nether, farmersdelight:has_wild_beetroots, minecraft:spawns_warm_variant_farm_animals, c:in_nether, betterfortresses:has_structure/better_fortress, c:climate_dry, c:climate_hot, minecraft:spawns_warm_variant_frogs, minecraft:has_structure/nether_fortress, incendium:structure/has_reactor, friendsandfoes:has_structure/citadel, incendium:structure/has_pipeline, minecraft:is_nether, betterdungeons:has_structure/small_nether_dungeon"
200,"still_life:tropical_beach","minecraft:has_structure/shipwreck_beached, farmersdelight:wild_carrots_whitelist, t_and_t:has_structure/pillager_outpost_beach, supplementaries:has_way_signs, minecraft:spawns_warm_variant_frogs, c:beach, still_life:is_still_life, supplementaries:has_cave_urns, minecraft:has_structure/buried_treasure, minecraft:has_structure/ruined_portal_standard, betterdungeons:has_structure/zombie_dungeon, minecraft:snow_golem_melts, betterdungeons:has_structure/skeleton_dungeon, minecraft:has_structure/stronghold, farmersdelight:has_wild_cabbage, structory:has_structure/ruins, minecraft:is_beach, c:in_overworld, ae2:has_meteorites, farmersdelight:has_wild_beetroots, towns_and_towers:has_structure/pillager_outpost_beach, betterstrongholds:has_structure/stronghold, hybrid-aquatic:bottle_spawn_biomes, betterdungeons:has_structure/small_dungeon, supplementaries:has_wild_flax, minecraft:has_structure/mineshaft, betterdungeons:has_structure/spider_dungeon, friendsandfoes:has_rascal, hybrid-aquatic:sandy_beaches, c:climate_hot, explorify:has_structure/ruins, farmersdelight:wild_potatoes_whitelist, minecraft:is_overworld, farmersdelight:wild_onions_whitelist, naturalist:has_coral_snake, galosphere:has_structure/forgotten_ruins, minecraft:stronghold_biased_to, ctov:has_structure/village_beach, structory_towers:has_structure/towers, herbalbrews:savanna_biomes, bettermineshafts:has_structure/mineshaft, wildernature:spawns_pelican, minecraft:is_hot"
201,"still_life:tropical_deep_ocean","minecraft:spawns_warm_variant_frogs, minecraft:has_structure/ocean_monument, hybrid-aquatic:bottle_spawn_biomes, explorify:has_structure/ruins, minecraft:has_structure/stronghold, supplementaries:has_cave_urns, supplementaries:has_way_signs, minecraft:has_structure/mineshaft, c:ocean, elemental_wizards_rpg:has_structure/wind_wizard, betterdungeons:has_structure/spider_dungeon, supplementaries:has_wild_flax, farmersdelight:has_wild_beetroots, minecraft:spawns_warm_variant_farm_animals, c:aquatic, galosphere:has_structure/forgotten_ruins, farmersdelight:wild_onions_whitelist, ae2:has_meteorites, minecraft:is_overworld, still_life:is_still_life, minecraft:is_deep_ocean, c:climate_hot, betteroceanmonuments:has_structure/better_ocean_monument, betterdungeons:has_structure/skeleton_dungeon, minecraft:is_hot, minecraft:has_structure/shipwreck, c:is_water, towns_and_towers:has_structure/pillager_outpost_deep_oceans, farmersdelight:wild_potatoes_whitelist, hybrid-aquatic:deep_tropical_oceans, c:in_overworld, friendsandfoes:has_rascal, betterdungeons:has_structure/zombie_dungeon, betterdungeons:has_structure/small_dungeon, minecraft:has_structure/ruined_portal_ocean, structory:has_structure/ruins, betterstrongholds:has_structure/stronghold, towns_and_towers:has_structure/village_deep_oceans_ships, bettermineshafts:has_structure/mineshaft, structory_towers:has_structure/towers, c:climate_wet, minecraft:is_ocean, minecraft:required_ocean_monument_surrounding, minecraft:plays_underwater_music, loot_n_explore:has_structure/wizards_wind_tower, hybrid-aquatic:tropical_oceans, betteroceanmonuments:has_structure/ocean_monument, loot_n_explore:has_structure/wizards_water_monolith, farmersdelight:wild_carrots_whitelist, minecraft:water_on_map_outlines, elemental_wizards_rpg:has_structure/water_wizard"
202,"still_life:tropical_dry_forest","c:climate_wet, c:climate_dry, naturalist:has_snail, betterdungeons:has_structure/spider_dungeon, betterdungeons:has_structure/small_dungeon, naturalist:has_rhino, candlelight:spawns_tomatoes, betterstrongholds:has_structure/stronghold, galosphere:has_structure/forgotten_ruins, wildernature:spawns_boar, naturalist:has_hippo, minecraft:has_structure/trail_ruins, minecraft:is_hot, minecraft:has_structure/ruined_portal_jungle, betterstrongholds:has_structure/better_stronghold, endermanoverhaul:all_spawns, farmersdelight:wild_potatoes_whitelist, creeperoverhaul:has_savanna_creeper, minecraft:spawns_warm_variant_farm_animals, underground_bunkers:has_structure/underground_bunker_biomes, bettermineshafts:has_structure/mineshaft, naturalist:has_boar, c:jungle, naturalist:has_lion, c:climate_hot, naturalist:has_finch, minecraft:is_jungle, naturalist:has_lizard, structory:has_structure/chapel, vinery:spawns_savanna_grape, betterdungeons:has_structure/zombie_dungeon, minecraft:has_structure/pillager_outpost, wildernature:spawns_bison, crittersandcompanions:silk_cocoon_spawns, naturalist:has_rattlesnake, farm_and_charm:spawns_wild_barley, naturalist:has_zebra, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, betterjungletemples:has_structure/jungle_temple, naturalist:has_snake, naturalist:has_cardinal, c:tree_savanna, friendsandfoes:has_rascal, farm_and_charm:spawns_wild_strawberries, structory_towers:has_structure/towers, endermanoverhaul:cave_spawns, betterdungeons:has_structure/skeleton_dungeon, elemental_wizards_rpg:has_structure/wind_wizard, herbalbrews:jungle_biomes, farmersdelight:has_wild_beetroots, ae2:has_meteorites, bettermineshafts:has_structure/better_mineshaft_jungle, loot_n_explore:has_structure/wizards_fire_monolith, minecraft:snow_golem_melts, hybrid-aquatic:jungle, explorify:has_structure/ruins, minecraft:stronghold_biased_to, wildernature:spawns_cassowary, farmersdelight:wild_onions_whitelist, bettermineshafts:has_structure/better_mineshaft_acacia, c:vegetation_dense, supplementaries:has_wild_flax, minecraft:spawns_warm_variant_frogs, farmersdelight:wild_carrots_whitelist, loot_n_explore:has_structure/wizards_wind_tower, c:in_overworld, bakery:spawns_strawberries, structory:has_structure/ruins, meadow:spawns_sunset_cow, still_life:is_still_life, betterjungletemples:has_structure/better_jungle_temple, naturalist:has_giraffe, minecraft:is_savanna, endermanoverhaul:savanna_spawns, friendsandfoes:has_savanna_mauler, t_and_t:has_structure/village_jungle, minecraft:has_structure/jungle_temple, c:savanna, c:tree_jungle, supplementaries:has_way_signs, t_and_t:has_structure/village_savanna, naturalist:has_vulture, minecraft:is_overworld, naturalist:has_tortoise, supplementaries:has_cave_urns, herbalbrews:savanna_biomes, creeperoverhaul:has_jungle_creeper, naturalist:has_elephant, naturalist:has_coral_snake, farm_and_charm:spawns_wild_tomatoes_and_corn, vinery:spawns_jungle_grape, c:vegetation_sparse"
203,"still_life:tropical_highlands","naturalist:has_snail, farmersdelight:wild_carrots_whitelist, naturalist:has_bear, minecraft:is_mountain, supplementaries:has_way_signs, minecraft:spawns_warm_variant_frogs, meadow:spawns_rocky_sheep, still_life:is_still_life, supplementaries:has_cave_urns, betterdungeons:has_structure/zombie_dungeon, minecraft:snow_golem_melts, betterdungeons:has_structure/skeleton_dungeon, minecraft:has_structure/stronghold, minecraft:has_structure/ruined_portal_mountain, vinery:spawns_grape, structory:has_structure/ruins, c:in_overworld, ae2:has_meteorites, minecraft:has_structure/pillager_outpost, farmersdelight:has_wild_beetroots, betterstrongholds:has_structure/better_stronghold, betterstrongholds:has_structure/stronghold, betterdungeons:has_structure/small_dungeon, supplementaries:has_wild_flax, minecraft:has_structure/mineshaft, betterdungeons:has_structure/spider_dungeon, friendsandfoes:has_rascal, underground_bunkers:has_structure/underground_bunker_biomes, c:climate_hot, explorify:has_structure/ruins, farmersdelight:wild_potatoes_whitelist, herbalbrews:mountain_biomes, naturalist:has_canary, vinery:spawns_taiga_grape, minecraft:is_overworld, farmersdelight:wild_onions_whitelist, galosphere:has_structure/forgotten_ruins, minecraft:stronghold_biased_to, structory_towers:has_structure/towers, bettermineshafts:has_structure/mineshaft, c:mountain, naturalist:has_robin, minecraft:is_hot"
204,"still_life:tropical_rainforest","galosphere:has_structure/forgotten_ruins, supplementaries:has_way_signs, creeperoverhaul:has_jungle_creeper, naturalist:has_snake, minecraft:has_structure/trail_ruins, betterjungletemples:has_structure/jungle_temple, c:in_overworld, towns_and_towers:has_structure/pillager_outpost_jungle, underground_bunkers:has_structure/underground_bunker_biomes, betterjungletemples:has_structure/better_jungle_temple, c:vegetation_dense, minecraft:has_structure/stronghold, minecraft:is_jungle, farmersdelight:wild_onions_whitelist, betterdungeons:has_structure/skeleton_dungeon, c:climate_wet, betterdungeons:has_structure/zombie_dungeon, ae2:has_meteorites, bettermineshafts:has_structure/better_mineshaft_jungle, minecraft:spawns_warm_variant_farm_animals, c:climate_hot, hybrid-aquatic:jungle, explorify:has_structure/ruins, minecraft:is_overworld, bettermineshafts:has_structure/mineshaft, naturalist:has_coral_snake, herbalbrews:jungle_biomes, loot_n_explore:has_structure/wizards_wind_tower, c:tree_jungle, naturalist:has_lizard, still_life:is_still_life, farm_and_charm:spawns_wild_strawberries, betterstrongholds:has_structure/stronghold, wildernature:spawns_cassowary, naturalist:has_elephant, c:jungle, vinery:spawns_jungle_grape, naturalist:has_snail, minecraft:spawns_warm_variant_frogs, elemental_wizards_rpg:has_structure/wind_wizard, structory:has_structure/ruins, betterdungeons:has_structure/small_dungeon, minecraft:is_hot, bakery:spawns_strawberries, crittersandcompanions:silk_cocoon_spawns, minecraft:has_structure/mineshaft, farmersdelight:has_wild_beetroots, minecraft:snow_golem_melts, supplementaries:has_wild_flax, betterstrongholds:has_structure/better_stronghold, naturalist:has_hippo, naturalist:has_tortoise, friendsandfoes:has_rascal, structory_towers:has_structure/towers, minecraft:has_structure/jungle_temple, farmersdelight:wild_potatoes_whitelist, farmersdelight:wild_carrots_whitelist, towns_and_towers:has_structure/village_jungle_tribal, minecraft:has_structure/ruined_portal_jungle, t_and_t:has_structure/village_jungle, supplementaries:has_cave_urns, betterdungeons:has_structure/spider_dungeon, minecraft:stronghold_biased_to"
205,"still_life:tropical_rainforest_river","minecraft:reduce_water_ambient_spawns, still_life:is_still_life, c:aquatic, minecraft:spawns_warm_variant_farm_animals, c:climate_hot, c:climate_wet, farmersdelight:has_wild_beetroots, hybrid-aquatic:tropical_rivers, farmersdelight:wild_onions_whitelist, friendsandfoes:has_rascal, farmersdelight:wild_potatoes_whitelist, naturalist:has_snail, minecraft:is_hot, structory:has_structure/ruins, structory_towers:has_structure/towers, betterdungeons:has_structure/small_dungeon, elemental_wizards_rpg:has_structure/water_wizard_river, minecraft:has_structure/mineshaft, minecraft:water_on_map_outlines, betterdungeons:has_structure/skeleton_dungeon, untitledduckmod:duck_spawn, untitledduckmod:goose_spawn, minecraft:required_ocean_monument_surrounding, farmersdelight:wild_carrots_whitelist, betterstrongholds:has_structure/stronghold, loot_n_explore:has_structure/wizards_wind_tower, naturalist:has_duck, minecraft:is_river, bettermineshafts:has_structure/mineshaft, naturalist:has_coral_snake, minecraft:has_structure/ruined_portal_standard, minecraft:has_structure/stronghold, c:is_water, minecraft:plays_underwater_music, minecraft:stronghold_biased_to, minecraft:more_frequent_drowned_spawns, supplementaries:has_wild_flax, hybrid-aquatic:rivers, galosphere:has_structure/forgotten_ruins, betterdungeons:has_structure/zombie_dungeon, elemental_wizards_rpg:has_structure/wind_wizard, vinery:spawns_grape, minecraft:is_overworld, c:in_overworld, c:river, supplementaries:has_way_signs, wildernature:spawns_pelican, naturalist:has_bass, explorify:has_structure/ruins, betterdungeons:has_structure/spider_dungeon, ae2:has_meteorites, minecraft:spawns_warm_variant_frogs, supplementaries:has_cave_urns"
206,"still_life:tropical_shallow_ocean","supplementaries:has_cave_urns, farmersdelight:wild_onions_whitelist, c:climate_wet, bettermineshafts:has_structure/mineshaft, farmersdelight:wild_potatoes_whitelist, minecraft:spawns_warm_variant_farm_animals, c:aquatic, c:climate_hot, hybrid-aquatic:reef, minecraft:has_structure/ruined_portal_ocean, friendsandfoes:has_rascal, minecraft:has_structure/mineshaft, elemental_wizards_rpg:has_structure/water_wizard, betterdungeons:has_structure/zombie_dungeon, loot_n_explore:has_structure/wizards_wind_tower, betterdungeons:has_structure/skeleton_dungeon, minecraft:required_ocean_monument_surrounding, c:in_overworld, structory_towers:has_structure/towers, hybrid-aquatic:shallow_tropical_oceans, minecraft:has_structure/shipwreck, structory:has_structure/ruins, farmersdelight:has_wild_beetroots, minecraft:has_structure/ocean_ruin_warm, hybrid-aquatic:tropical_oceans, hybrid-aquatic:bottle_spawn_biomes, supplementaries:has_way_signs, minecraft:spawns_warm_variant_frogs, betterdungeons:has_structure/small_dungeon, betterdungeons:has_structure/spider_dungeon, minecraft:plays_underwater_music, galosphere:has_structure/forgotten_ruins, minecraft:is_ocean, minecraft:is_overworld, farmersdelight:wild_carrots_whitelist, minecraft:produces_corals_from_bonemeal, supplementaries:has_wild_flax, elemental_wizards_rpg:has_structure/wind_wizard, loot_n_explore:has_structure/wizards_water_monolith, minecraft:has_structure/stronghold, betterstrongholds:has_structure/stronghold, minecraft:is_hot, still_life:is_still_life, c:ocean, ae2:has_meteorites, minecraft:water_on_map_outlines, explorify:has_structure/ruins, c:is_water"
207,"still_life:tropical_wetlands","still_life:is_still_life, naturalist:has_tortoise, t_and_t:has_structure/village_swamp, wildernature:spawns_cassowary, c:jungle, minecraft:has_structure/ruined_portal_jungle, naturalist:has_butterfly, naturalist:has_firefly, betterdungeons:has_structure/spider_dungeon, betterdungeons:has_structure/skeleton_dungeon, c:climate_wet, naturalist:has_bass, galosphere:has_structure/forgotten_ruins, minecraft:spawns_warm_variant_farm_animals, bettermineshafts:has_structure/better_mineshaft_jungle, c:climate_hot, structory:has_structure/ruins, naturalist:has_dragonfly, betterwitchhuts:has_structure/witch_hut, naturalist:has_duck, minecraft:is_swamp, naturalist:has_hippo, minecraft:has_structure/mineshaft, c:tree_jungle, betterwitchhuts:has_structure/witch_circle, c:in_overworld, structory_towers:has_structure/towers, underground_bunkers:has_structure/underground_bunker_biomes, minecraft:has_structure/stronghold, supplementaries:has_cave_urns, naturalist:has_snail, farmersdelight:wild_onions_whitelist, betterwitchhuts:has_structure/better_witch_hut, yungsextras:has_structure/swamp_structures, minecraft:spawns_warm_variant_frogs, naturalist:has_alligator, minecraft:has_structure/swamp_hut, naturalist:has_cardinal, hybrid-aquatic:jungle, minecraft:is_overworld, creeperoverhaul:has_jungle_creeper, farmersdelight:has_wild_beetroots, betterstrongholds:has_structure/better_stronghold, untitledduckmod:duck_spawn, farm_and_charm:spawns_wild_strawberries, meadow:spawns_water_buffalo, minecraft:has_closer_water_fog, naturalist:has_elephant, farmersdelight:wild_carrots_whitelist, farmersdelight:wild_potatoes_whitelist, vinery:spawns_jungle_grape, c:vegetation_dense, minecraft:stronghold_biased_to, elemental_wizards_rpg:has_structure/wind_wizard, endermanoverhaul:all_spawns, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_way_signs, c:swamp, naturalist:has_catfish, betterdungeons:has_structure/small_dungeon, bettermineshafts:has_structure/mineshaft, naturalist:has_snake, naturalist:has_coral_snake, endermanoverhaul:cave_spawns, crittersandcompanions:silk_cocoon_spawns, herbalbrews:jungle_biomes, supplementaries:has_wild_flax, minecraft:has_structure/trail_ruins, naturalist:has_lizard, betterjungletemples:has_structure/jungle_temple, friendsandfoes:has_rascal, minecraft:water_on_map_outlines, betterstrongholds:has_structure/stronghold, minecraft:has_structure/ruined_portal_swamp, minecraft:is_jungle, ribbits:has_structure/ribbit_village, ae2:has_meteorites, explorify:has_structure/ruins, minecraft:allows_surface_slime_spawns, minecraft:is_hot, bakery:spawns_strawberries, minecraft:snow_golem_melts, loot_n_explore:has_structure/wizards_wind_tower, endermanoverhaul:swamp_spawns"
208,"still_life:tundra_beach","minecraft:has_structure/shipwreck_beached, farmersdelight:wild_carrots_whitelist, supplementaries:has_way_signs, c:beach, still_life:is_still_life, supplementaries:has_cave_urns, minecraft:has_structure/buried_treasure, c:snowy_beach, minecraft:has_structure/ruined_portal_standard, betterdungeons:has_structure/zombie_dungeon, minecraft:spawns_cold_variant_farm_animals, betterdungeons:has_structure/skeleton_dungeon, creeperoverhaul:has_snowy_creeper, minecraft:has_structure/stronghold, farmersdelight:has_wild_cabbage, structory:has_structure/ruins, c:climate_cold, minecraft:is_beach, c:in_overworld, ae2:has_meteorites, farmersdelight:has_wild_beetroots, hybrid-aquatic:bottle_spawn_biomes, betterstrongholds:has_structure/stronghold, betterdungeons:has_structure/small_dungeon, supplementaries:has_wild_flax, minecraft:has_structure/mineshaft, betterdungeons:has_structure/spider_dungeon, friendsandfoes:has_rascal, explorify:has_structure/ruins, farmersdelight:wild_potatoes_whitelist, minecraft:spawns_cold_variant_frogs, minecraft:is_overworld, farmersdelight:wild_onions_whitelist, naturalist:has_coral_snake, galosphere:has_structure/forgotten_ruins, minecraft:stronghold_biased_to, ecologics:has_penguin, minecraft:is_cold, ctov:has_structure/village_beach, structory_towers:has_structure/towers, herbalbrews:savanna_biomes, bettermineshafts:has_structure/mineshaft, wildernature:spawns_pelican"
209,"still_life:tundra_river","creeperoverhaul:has_snowy_creeper, minecraft:reduce_water_ambient_spawns, still_life:is_still_life, minecraft:is_cold, c:aquatic, c:climate_wet, minecraft:spawns_cold_variant_farm_animals, farmersdelight:wild_onions_whitelist, friendsandfoes:has_rascal, farmersdelight:wild_potatoes_whitelist, naturalist:has_snail, structory:has_structure/ruins, ecologics:has_penguin, structory_towers:has_structure/towers, c:climate_cold, betterdungeons:has_structure/small_dungeon, elemental_wizards_rpg:has_structure/water_wizard_river, minecraft:has_structure/mineshaft, minecraft:water_on_map_outlines, betterdungeons:has_structure/skeleton_dungeon, untitledduckmod:duck_spawn, untitledduckmod:goose_spawn, minecraft:required_ocean_monument_surrounding, farmersdelight:wild_carrots_whitelist, betterstrongholds:has_structure/stronghold, loot_n_explore:has_structure/wizards_wind_tower, naturalist:has_duck, minecraft:is_river, bettermineshafts:has_structure/mineshaft, naturalist:has_coral_snake, minecraft:has_structure/ruined_portal_standard, minecraft:has_structure/stronghold, c:is_water, minecraft:plays_underwater_music, minecraft:stronghold_biased_to, minecraft:more_frequent_drowned_spawns, supplementaries:has_wild_flax, hybrid-aquatic:rivers, galosphere:has_structure/forgotten_ruins, betterdungeons:has_structure/zombie_dungeon, elemental_wizards_rpg:has_structure/wind_wizard, vinery:spawns_grape, minecraft:is_overworld, c:in_overworld, c:river, supplementaries:has_way_signs, wildernature:spawns_pelican, minecraft:spawns_cold_variant_frogs, naturalist:has_bass, explorify:has_structure/ruins, betterdungeons:has_structure/spider_dungeon, ae2:has_meteorites, supplementaries:has_cave_urns"
210,"betterend:umbra_valley","endermanoverhaul:end_spawns, minecraft:spawns_cold_variant_farm_animals, c:in_the_end, minecraft:is_end, minecraft:spawns_cold_variant_frogs, endermanoverhaul:end_islands_spawns, c:is_end_highland"
211,"betterend:umbrella_jungle","minecraft:is_end, endermanoverhaul:end_spawns, endermanoverhaul:end_islands_spawns, minecraft:has_structure/end_city, minecraft:spawns_cold_variant_farm_animals, betterend:has_structure/eternal_portal, explorify:has_structure/end_shipwreck, c:in_the_end, c:is_end_highland, minecraft:spawns_cold_variant_frogs"
212,"betternether:upside_down_forest","minecraft:is_nether, betternether:has_structure/nether_city, betterfortresses:has_structure/better_fortress, betterdungeons:has_structure/small_nether_dungeon, friendsandfoes:has_structure/citadel, c:in_nether, c:climate_dry, c:climate_hot, minecraft:spawns_warm_variant_frogs, minecraft:has_structure/nether_fossil, minecraft:has_structure/nether_fortress, minecraft:spawns_warm_variant_farm_animals, betternether:biome, minecraft:has_structure/ruined_portal_nether, farmersdelight:has_wild_beetroots"
213,"betternether:upside_down_forest_cleared","minecraft:has_structure/ruined_portal_nether, explorify:has_structure/black_spiral, betternether:has_structure/nether_city, farmersdelight:has_wild_beetroots, minecraft:has_structure/bastion_remnant, c:in_nether, betterfortresses:has_structure/better_fortress, minecraft:spawns_warm_variant_farm_animals, c:climate_dry, c:climate_hot, minecraft:spawns_warm_variant_frogs, minecraft:has_structure/nether_fortress, betternether:biome, friendsandfoes:has_structure/citadel, minecraft:is_nether, betterdungeons:has_structure/small_nether_dungeon"
214,"nullscape:void_barrens","nullscape:all_nullscape_biomes, endermanoverhaul:end_spawns, endermanoverhaul:end_islands_spawns, minecraft:spawns_cold_variant_farm_animals, minecraft:is_end, c:is_small_end_island, forge:is_dry/end, forge:is_cold/end, explorify:has_structure/end_shipwreck, c:in_the_end, minecraft:has_structure/end_city, minecraft:spawns_cold_variant_frogs"
215,"incendium:volcanic_deltas","forge:is_hot/nether, betterdungeons:has_structure/small_nether_dungeon, c:in_nether, incendium:all_incendium_biomes, minecraft:has_structure/nether_fortress, explorify:has_structure/black_spiral, forge:is_dry/nether, minecraft:spawns_warm_variant_farm_animals, c:climate_dry, minecraft:spawns_warm_variant_frogs, c:climate_hot, minecraft:has_structure/bastion_remnant, minecraft:has_structure/ruined_portal_nether, betterfortresses:has_structure/better_fortress, friendsandfoes:has_structure/citadel, farmersdelight:has_wild_beetroots, minecraft:is_nether, incendium:structure/has_reactor"
216,"minecraft:warm_ocean","structory:has_structure/ruins, c:ocean, elemental_wizards_rpg:has_structure/water_wizard, minecraft:has_structure/ocean_ruin_warm, minecraft:plays_underwater_music, loot_n_explore:has_structure/wizards_wind_tower, endermanoverhaul:all_spawns, minecraft:has_structure/trial_chambers, supplementaries:has_way_signs, minecraft:has_structure/ruined_portal_ocean, bloomingnature:overworld, betterdungeons:has_structure/small_dungeon, minecraft:has_structure/stronghold, bettermineshafts:has_structure/mineshaft, minecraft:has_structure/shipwreck, minecraft:is_ocean, supplementaries:has_wild_flax, c:is_hot/overworld, friendsandfoes:has_rascal, betterdungeons:has_structure/spider_dungeon, c:climate_wet, betterstrongholds:has_structure/stronghold, galosphere:has_structure/forgotten_ruins, sereneseasons:tropical_biomes, minecraft:produces_corals_from_bonemeal, c:is_water, structory:has_structure/boat, minecraft:spawns_warm_variant_farm_animals, c:shallow_ocean, minecraft:has_structure/mineshaft, towns_and_towers:has_structure/shallow_oceans_wreckage, ae2:has_meteorites, farmersdelight:wild_potatoes_whitelist, farmersdelight:wild_carrots_whitelist, explorify:has_structure/ruins, c:in_overworld, hybrid-aquatic:reef, structory_towers:has_structure/towers, c:is_hot, elemental_wizards_rpg:has_structure/wind_wizard, betterdungeons:has_structure/zombie_dungeon, c:aquatic, farmersdelight:wild_tomatoes_whitelist, minecraft:required_ocean_monument_surrounding, supplementaries:has_cave_urns, farmersdelight:wild_onions_whitelist, endermanoverhaul:cave_spawns, minecraft:spawns_warm_variant_frogs, waystones:has_structure/waystone, minecraft:is_overworld, structory_towers:oceans, minecraft:water_on_map_outlines, endermanoverhaul:coral_spawns, betterdungeons:has_structure/skeleton_dungeon, hybrid-aquatic:bottle_spawn_biomes, loot_n_explore:has_structure/wizards_water_monolith"
217,"still_life:warm_temperate_clearings","galosphere:has_structure/forgotten_ruins, supplementaries:has_cave_urns, minecraft:is_overworld, betterdungeons:has_structure/skeleton_dungeon, friendsandfoes:has_rascal, loot_n_explore:has_structure/wizards_plains_structures, minecraft:has_structure/mineshaft, farmersdelight:wild_carrots_whitelist, still_life:is_still_life, betterdungeons:has_structure/zombie_dungeon, naturalist:has_snail, betterdungeons:has_structure/small_dungeon, c:plains, farmersdelight:wild_potatoes_whitelist, minecraft:has_structure/pillager_outpost, supplementaries:has_wild_flax, explorify:has_structure/ruins, t_and_t:has_structure/village_plains, bettermineshafts:has_structure/mineshaft, structory:has_structure/ruins, minecraft:has_structure/stronghold, c:in_overworld, naturalist:has_robin, ae2:has_meteorites, minecraft:has_structure/village_plains, explorify:has_structure/farmstead, structory_towers:has_structure/towers, explorify:has_structure/tavern, naturalist:has_deer, farmersdelight:wild_onions_whitelist, supplementaries:has_way_signs, naturalist:has_sparrow, vinery:spawns_grape, structory:has_structure/northern_ruin, naturalist:has_snake, betterstrongholds:has_structure/better_stronghold, minecraft:stronghold_biased_to, betterdungeons:has_structure/spider_dungeon, naturalist:has_butterfly, naturalist:has_firefly, wildernature:spawns_bison, explorify:has_structure/watchtower_plains, betterstrongholds:has_structure/stronghold, bettermineshafts:has_structure/better_mineshaft_oak, untitledduckmod:goose_spawn"
218,"still_life:warm_temperate_river","supplementaries:has_cave_urns, naturalist:has_snail, farmersdelight:wild_onions_whitelist, elemental_wizards_rpg:has_structure/water_wizard_river, c:climate_wet, bettermineshafts:has_structure/mineshaft, minecraft:is_river, naturalist:has_coral_snake, farmersdelight:wild_potatoes_whitelist, c:aquatic, vinery:spawns_grape, friendsandfoes:has_rascal, minecraft:has_structure/mineshaft, wildernature:spawns_pelican, betterdungeons:has_structure/zombie_dungeon, minecraft:more_frequent_drowned_spawns, loot_n_explore:has_structure/wizards_wind_tower, betterdungeons:has_structure/skeleton_dungeon, hybrid-aquatic:tropical_rivers, minecraft:required_ocean_monument_surrounding, structory_towers:has_structure/towers, naturalist:has_bass, c:in_overworld, c:river, structory:has_structure/ruins, minecraft:has_structure/ruined_portal_standard, minecraft:stronghold_biased_to, untitledduckmod:duck_spawn, supplementaries:has_way_signs, betterdungeons:has_structure/small_dungeon, betterdungeons:has_structure/spider_dungeon, minecraft:plays_underwater_music, galosphere:has_structure/forgotten_ruins, minecraft:is_overworld, farmersdelight:wild_carrots_whitelist, supplementaries:has_wild_flax, hybrid-aquatic:rivers, elemental_wizards_rpg:has_structure/wind_wizard, minecraft:has_structure/stronghold, betterstrongholds:has_structure/stronghold, untitledduckmod:goose_spawn, minecraft:reduce_water_ambient_spawns, still_life:is_still_life, ae2:has_meteorites, naturalist:has_duck, minecraft:water_on_map_outlines, explorify:has_structure/ruins, c:is_water"
219,"still_life:warm_temperate_woodlands","farm_and_charm:spawns_wild_flowers, farm_and_charm:spawns_wild_crops, minecraft:has_structure/trail_ruins, betterstrongholds:has_structure/stronghold, supplementaries:has_cave_urns, supplementaries:has_way_signs, naturalist:has_deer, farmersdelight:wild_onions_whitelist, explorify:has_structure/mausoleum, betterdungeons:has_structure/skeleton_dungeon, bettermineshafts:has_structure/mineshaft, c:forest, crittersandcompanions:silk_cocoon_spawns, still_life:is_still_life, farmersdelight:wild_carrots_whitelist, naturalist:has_snake, ecologics:has_squirrel, ae2:has_meteorites, farm_and_charm:spawns_wild_potatoes, minecraft:has_structure/ruined_portal_standard, wildernature:spawns_boar, minecraft:is_forest, bakery:spawns_strawberries, galosphere:has_structure/forgotten_ruins, meadow:spawns_umbra_cow, structory:has_structure/ruins, minecraft:stronghold_biased_to, underground_bunkers:has_structure/underground_bunker_biomes, naturalist:has_firefly, naturalist:has_bear, betterdungeons:has_structure/small_dungeon, structory_towers:has_structure/towers, wildernature:spawns_hedgehog, minecraft:is_overworld, farmersdelight:wild_potatoes_whitelist, minecraft:has_structure/pillager_outpost, supplementaries:has_wild_flax, naturalist:has_boar, vinery:spawns_grape, naturalist:has_lizard, bettermineshafts:has_structure/better_mineshaft_overgrown, meadow:spawns_buffalo, betterstrongholds:has_structure/better_stronghold, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, betterdungeons:has_structure/zombie_dungeon, naturalist:has_snail, naturalist:has_butterfly, farm_and_charm:spawns_wild_strawberries, wildernature:spawns_deer, wildernature:spawns_owl, naturalist:has_finch, farm_and_charm:spawns_wild_emmer, friendsandfoes:has_rascal, explorify:has_structure/ruins, wildernature:spawns_turkey, betterdungeons:has_structure/spider_dungeon, c:in_overworld, naturalist:has_cardinal, naturalist:has_robin"
