"Mod name","Registry name","Item ID","Display name","Durability","Tags"
"Unknown","elemental_wizards_rpg:elemental_head",12364,"Elemental Apprentice Hat",110,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, rpg_series:tier_1_equipment, spell_power:enchant_critical, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes, rpg_series:tier_1_armors"
"Unknown","elemental_wizards_rpg:elemental_legs",12366,"Elemental Apprentice Robe Bottom",150,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, rpg_series:tier_1_equipment, spell_power:enchant_critical, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes, rpg_series:tier_1_armors"
"Unknown","elemental_wizards_rpg:kelp_chest",12369,"Aqua Robe Top",320,"rpg_series:tier_2_equipment, spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, wizards:wizard_robes, rpg_series:tier_2_armors, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:kelp_feet",12371,"Aqua Boots",260,"rpg_series:tier_2_equipment, spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, wizards:wizard_robes, rpg_series:tier_2_armors, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:kelp_head",12368,"Aqua Hat",220,"rpg_series:tier_2_equipment, spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, wizards:wizard_robes, rpg_series:tier_2_armors, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:kelp_legs",12370,"Aqua Robe Bottom",300,"rpg_series:tier_2_equipment, spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, wizards:wizard_robes, rpg_series:tier_2_armors, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:netherite_dripstone_chest",12385,"Netherite Terra Robe Top",480,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, rpg_series:tier_3_equipment, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, rpg_series:tier_3_armors, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:netherite_dripstone_feet",12387,"Netherite Terra Boots",390,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, rpg_series:tier_3_equipment, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, rpg_series:tier_3_armors, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:netherite_dripstone_head",12384,"Netherite Terra Hat",330,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, rpg_series:tier_3_equipment, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, rpg_series:tier_3_armors, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:netherite_dripstone_legs",12386,"Netherite Terra Robe Bottom",450,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, rpg_series:tier_3_equipment, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, rpg_series:tier_3_armors, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:netherite_kelp_chest",12381,"Netherite Aqua Robe Top",480,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, rpg_series:tier_3_equipment, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, rpg_series:tier_3_armors, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:netherite_kelp_feet",12383,"Netherite Aqua Boots",390,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, rpg_series:tier_3_equipment, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, rpg_series:tier_3_armors, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:netherite_kelp_head",12380,"Netherite Aqua Hat",330,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, rpg_series:tier_3_equipment, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, rpg_series:tier_3_armors, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:netherite_kelp_legs",12382,"Netherite Aqua Robe Bottom",450,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, rpg_series:tier_3_equipment, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, rpg_series:tier_3_armors, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:netherite_wind_chest",12389,"Netherite Wind Robe Top",480,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, rpg_series:tier_3_equipment, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, rpg_series:tier_3_armors, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:netherite_wind_feet",12391,"Netherite Wind Boots",390,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, rpg_series:tier_3_equipment, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, rpg_series:tier_3_armors, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:netherite_wind_head",12388,"Netherite Wind Hat",330,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, rpg_series:tier_3_equipment, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, rpg_series:tier_3_armors, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:netherite_wind_legs",12390,"Netherite Wind Robe Bottom",450,"spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, rpg_series:tier_3_equipment, wizards:wizard_robes, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, rpg_series:tier_3_armors, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:staff_aeternium_wind",12363,"Aeternium Wind Staff",2031,"elemental_wizards_rpg:elemental_staves, spell_power:enchant_spell_power_generic, rpg_series:tier_4_weapons, wizards:staves, rpg_series:tier_4_equipment, spell_power:enchant_haste"
"Unknown","elemental_wizards_rpg:staff_aqua",12355,"Aqua Staff",1561,"elemental_wizards_rpg:elemental_staves, spell_power:enchant_spell_power_generic, rpg_series:tier_2_equipment, wizards:staves, rpg_series:tier_2_weapons, spell_power:enchant_haste"
"Unknown","elemental_wizards_rpg:staff_crystal_aqua",12362,"Crystal Aqua Staff",2031,"elemental_wizards_rpg:elemental_staves, spell_power:enchant_spell_power_generic, rpg_series:tier_4_weapons, wizards:staves, rpg_series:tier_4_equipment, spell_power:enchant_haste"
"Unknown","elemental_wizards_rpg:staff_elemental",12354,"Elemental Staff",250,"spell_power:enchant_haste, elemental_wizards_rpg:elemental_staves, spell_power:enchant_spell_power_generic, wizards:staves"
"Unknown","elemental_wizards_rpg:staff_netherite_aqua",12356,"Netherite Aqua Staff",2031,"elemental_wizards_rpg:elemental_staves, spell_power:enchant_spell_power_generic, rpg_series:tier_3_equipment, rpg_series:tier_3_weapons, wizards:staves, spell_power:enchant_haste"
"Unknown","elemental_wizards_rpg:staff_netherite_terra",12358,"Netherite Terra Staff",2031,"elemental_wizards_rpg:elemental_staves, spell_power:enchant_spell_power_generic, rpg_series:tier_3_equipment, rpg_series:tier_3_weapons, wizards:staves, spell_power:enchant_haste"
"Unknown","elemental_wizards_rpg:staff_netherite_wind",12360,"Netherite Wind Staff",2031,"elemental_wizards_rpg:elemental_staves, spell_power:enchant_spell_power_generic, rpg_series:tier_3_equipment, rpg_series:tier_3_weapons, wizards:staves, spell_power:enchant_haste"
"Unknown","elemental_wizards_rpg:staff_ruby_terra",12361,"Ruby Terra Staff",2031,"elemental_wizards_rpg:elemental_staves, spell_power:enchant_spell_power_generic, rpg_series:tier_4_weapons, wizards:staves, rpg_series:tier_4_equipment, spell_power:enchant_haste"
"Unknown","elemental_wizards_rpg:staff_terra",12357,"Terra Staff",1561,"elemental_wizards_rpg:elemental_staves, spell_power:enchant_spell_power_generic, rpg_series:tier_2_equipment, wizards:staves, rpg_series:tier_2_weapons, spell_power:enchant_haste"
"Unknown","elemental_wizards_rpg:staff_wind",12359,"Wind Staff",1561,"elemental_wizards_rpg:elemental_staves, spell_power:enchant_spell_power_generic, rpg_series:tier_2_equipment, wizards:staves, rpg_series:tier_2_weapons, spell_power:enchant_haste"
"Unknown","elemental_wizards_rpg:wand_aqua",12346,"Aqua Wand",250,"spell_power:enchant_spell_power_generic, rpg_series:tier_1_equipment, rpg_series:tier_2_equipment, spell_power:enchant_haste, wizards:wands, rpg_series:tier_1_weapons, rpg_series:tier_2_weapons, elemental_wizards_rpg:elemental_wands"
"Unknown","elemental_wizards_rpg:wand_clay",12348,"Clay Wand",59,"elemental_wizards_rpg:elemental_wands, spell_power:enchant_haste, spell_power:enchant_spell_power_generic, rpg_series:tier_0_equipment, rpg_series:tier_0_weapons, wizards:wands"
"Unknown","elemental_wizards_rpg:wand_feather",12351,"Feather Wand",59,"elemental_wizards_rpg:elemental_wands, spell_power:enchant_haste, spell_power:enchant_spell_power_generic, rpg_series:tier_0_equipment, rpg_series:tier_0_weapons, wizards:wands"
"Unknown","elemental_wizards_rpg:wand_kelp",12345,"Kelp Wand",59,"elemental_wizards_rpg:elemental_wands, spell_power:enchant_haste, spell_power:enchant_spell_power_generic, rpg_series:tier_0_equipment, rpg_series:tier_0_weapons, wizards:wands"
"Unknown","elemental_wizards_rpg:wand_netherite_aqua",12347,"Netherite Aqua Wand",2031,"spell_power:enchant_haste, spell_power:enchant_spell_power_generic, rpg_series:tier_3_equipment, rpg_series:tier_3_weapons, elemental_wizards_rpg:elemental_wands, wizards:wands"
"Unknown","elemental_wizards_rpg:wand_netherite_terra",12350,"Netherite Terra Wand",2031,"spell_power:enchant_haste, spell_power:enchant_spell_power_generic, rpg_series:tier_3_equipment, rpg_series:tier_3_weapons, elemental_wizards_rpg:elemental_wands, wizards:wands"
"Unknown","elemental_wizards_rpg:wand_netherite_wind",12353,"Netherite Wind Wand",2031,"spell_power:enchant_haste, spell_power:enchant_spell_power_generic, rpg_series:tier_3_equipment, rpg_series:tier_3_weapons, elemental_wizards_rpg:elemental_wands, wizards:wands"
"Unknown","elemental_wizards_rpg:wand_terra",12349,"Terra Wand",250,"spell_power:enchant_spell_power_generic, rpg_series:tier_1_equipment, rpg_series:tier_2_equipment, spell_power:enchant_haste, wizards:wands, rpg_series:tier_1_weapons, rpg_series:tier_2_weapons, elemental_wizards_rpg:elemental_wands"
"Unknown","elemental_wizards_rpg:wand_wind",12352,"Wind Wand",250,"spell_power:enchant_spell_power_generic, rpg_series:tier_1_equipment, rpg_series:tier_2_equipment, spell_power:enchant_haste, wizards:wands, rpg_series:tier_1_weapons, rpg_series:tier_2_weapons, elemental_wizards_rpg:elemental_wands"
"Unknown","elemental_wizards_rpg:wind_chest",12377,"Wind Robe Top",320,"rpg_series:tier_2_equipment, spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, wizards:wizard_robes, rpg_series:tier_2_armors, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:wind_feet",12379,"Wind Boots",260,"rpg_series:tier_2_equipment, spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, wizards:wizard_robes, rpg_series:tier_2_armors, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:wind_head",12376,"Wind Hat",220,"rpg_series:tier_2_equipment, spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, wizards:wizard_robes, rpg_series:tier_2_armors, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes"
"Unknown","elemental_wizards_rpg:wind_legs",12378,"Wind Robe Bottom",300,"rpg_series:tier_2_equipment, spell_power:enchant_critical_chance, spell_power:enchant_critical_damage, spell_power:enchant_spell_power_soulfrost, spell_power:enchant_spell_power_sunfire, spell_power:enchant_critical, wizards:wizard_robes, rpg_series:tier_2_armors, more_rpg_classes:enchant_elemental_mastery, spell_power:enchant_spell_power_energize, spell_power:enchant_spell_power_specialized, elemental_wizards_rpg:elemental_robes"
"Unknown","endermanoverhaul:badlands_hood",12416,"Badlands Hood",225,""
"Unknown","endermanoverhaul:corrupted_blade",12428,"Corrupted Blade",250,""
"Unknown","endermanoverhaul:corrupted_shield",12429,"Corrupted Shield",672,""
"Unknown","endermanoverhaul:savanna_hood",12417,"Savanna Hood",225,""
"Unknown","endermanoverhaul:snowy_hood",12418,"Snowy Hood",225,""
"Unknown","farm_and_charm:compost",16967,"Compost",10,""
"Unknown","farm_and_charm:dungarees",16975,"Dungarees",75,""
"Unknown","farm_and_charm:pitchfork",16869,"Pitchfork",250,""
"Unknown","farmersdelight:diamond_knife",17047,"Diamond Knife",1561,"amendments:goes_in_tripwire_hook, farmersdelight:tools/knives, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, farmersdelight:straw_harvesters, galosphere:preservable_items, minecraft:tools, c:tools, c:tools/knives, bakery:knives"
"Unknown","farmersdelight:flint_knife",17045,"Flint Knife",131,"amendments:goes_in_tripwire_hook, farmersdelight:tools/knives, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, farmersdelight:straw_harvesters, galosphere:preservable_items, minecraft:tools, c:tools, c:tools/knives, bakery:knives"
"Unknown","farmersdelight:golden_knife",17049,"Golden Knife",32,"minecraft:tools, galosphere:preservable_items, amendments:goes_in_tripwire_hook, bakery:knives, minecraft:piglin_loved, c:tools, c:tools/knives, galosphere:weapon_racks_can_hold, farmersdelight:straw_harvesters, farmersdelight:tools/knives, minecraft:breaks_decorated_pots"
"Unknown","farmersdelight:iron_knife",17046,"Iron Knife",250,"amendments:goes_in_tripwire_hook, farmersdelight:tools/knives, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, farmersdelight:straw_harvesters, galosphere:preservable_items, minecraft:tools, c:tools, c:tools/knives, bakery:knives"
"Unknown","farmersdelight:netherite_knife",17048,"Netherite Knife",2031,"amendments:goes_in_tripwire_hook, farmersdelight:tools/knives, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, farmersdelight:straw_harvesters, galosphere:preservable_items, minecraft:tools, c:tools, c:tools/knives, bakery:knives"
"Unknown","farmersdelight:skillet",16979,"Skillet",250,""
"Unknown","friendsandfoes:wildfire_crown",20453,"Wildfire Crown",385,""
"Unknown","galosphere:echo_bell",20690,"Echo Bell",432,"minecraft:tools, galosphere:weapon_racks_can_hold, galosphere:preservable_items, minecraft:breaks_decorated_pots"
"Unknown","galosphere:preserved_flesh",20820,"Preserved Flesh",180,"c:foods"
"Unknown","galosphere:saltbound_tablet",20776,"Saltbound Tablet",432,"galosphere:saltbound_tablet_enchantable"
"Unknown","galosphere:sterling_boots",20727,"Sterling Boots",132,"minecraft:freeze_immune_wearables, galosphere:preservable_items, minecraft:trimmable_armor"
"Unknown","galosphere:sterling_chestplate",20723,"Sterling Chestplate",180,"minecraft:freeze_immune_wearables, galosphere:preservable_items, minecraft:trimmable_armor"
"Unknown","galosphere:sterling_helmet",20758,"Sterling Helmet",156,"minecraft:freeze_immune_wearables, galosphere:preservable_items, minecraft:trimmable_armor"
"Unknown","galosphere:sterling_leggings",20769,"Sterling Leggings",192,"minecraft:freeze_immune_wearables, galosphere:preservable_items, minecraft:trimmable_armor"
"Unknown","grapplemod:grappling_hook",20866,"Grappling Hook",500,""
"Unknown","grapplemod:long_fall_boots",20861,"Long Fall Boots",800,""
"Unknown","herbalbrews:jug",21194,"Jug",2,""
"Unknown","herbalbrews:top_hat",21218,"Top Hat",55,""
"Unknown","herbalbrews:witch_hat",21217,"Witch Hat",55,""
"Unknown","hybrid-aquatic:barbed_hook",21235,"Barbed Hook",16,"hybrid-aquatic:lure_items"
"Unknown","hybrid-aquatic:coral_axe",21247,"Coral Axe",250,"minecraft:axes, minecraft:tools, galosphere:preservable_items, minecraft:breaks_decorated_pots, immersive_armors:axes, galosphere:weapon_racks_can_hold"
"Unknown","hybrid-aquatic:coral_blade",21245,"Coral Blade",131,"galosphere:weapon_racks_can_hold, minecraft:swords, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools"
"Unknown","hybrid-aquatic:coral_hoe",21249,"Coral Hoe",250,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, minecraft:hoes, galosphere:preservable_items, minecraft:tools"
"Unknown","hybrid-aquatic:coral_pickaxe",21246,"Coral Pickaxe",131,"minecraft:pickaxes, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools"
"Unknown","hybrid-aquatic:coral_shovel",21248,"Coral Shovel",250,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:shovels, minecraft:tools"
"Unknown","hybrid-aquatic:creepermagnet_hook",21238,"CreeperMagnet Hook",1,"hybrid-aquatic:lure_items"
"Unknown","hybrid-aquatic:diving_boots",21224,"Diving Boots",195,"c:armors"
"Unknown","hybrid-aquatic:diving_helmet",21221,"Diving Helmet",165,"c:armors"
"Unknown","hybrid-aquatic:diving_leggings",21223,"Diving Leggings",225,"c:armors"
"Unknown","hybrid-aquatic:diving_suit",21222,"Diving Suit",240,"c:armors"
"Unknown","hybrid-aquatic:eel_scarf",21230,"Eel Scarf",240,"hybrid-aquatic:scarf, trinkets:chest/cape, c:armors"
"Unknown","hybrid-aquatic:glowing_hook",21236,"Glowing Hook",16,"hybrid-aquatic:lure_items"
"Unknown","hybrid-aquatic:magnetic_hook",21237,"Magnetic Hook",8,"hybrid-aquatic:lure_items"
"Unknown","hybrid-aquatic:manglerfish_fin",21229,"Manglerfish Fin",240,"trinkets:chest/cape, c:armors, hybrid-aquatic:back_fin"
"Unknown","hybrid-aquatic:manglerfish_lure",21228,"Manglerfish Lure",165,"hybrid-aquatic:hat, trinkets:head/hat, c:armors"
"Unknown","hybrid-aquatic:moon_jellyfish_hat",21231,"Moon Jellyfish Hat",165,"hybrid-aquatic:hat, trinkets:head/hat, c:armors"
"Unknown","hybrid-aquatic:nautilus_helmet",21225,"Nautilus Helmet",165,"c:armors"
"Unknown","hybrid-aquatic:nautilus_pauldrons",21226,"Nautilus Pauldrons",240,"c:armors"
"Unknown","hybrid-aquatic:ominous_hook",21239,"Ominous Hook",1,"hybrid-aquatic:lure_items"
"Unknown","hybrid-aquatic:seashell_axe",21242,"Seashell Axe",131,"minecraft:axes, minecraft:tools, galosphere:preservable_items, minecraft:breaks_decorated_pots, immersive_armors:axes, galosphere:weapon_racks_can_hold"
"Unknown","hybrid-aquatic:seashell_hoe",21244,"Seashell Hoe",131,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, minecraft:hoes, galosphere:preservable_items, minecraft:tools"
"Unknown","hybrid-aquatic:seashell_pickaxe",21241,"Seashell Pickaxe",131,"minecraft:pickaxes, galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools"
"Unknown","hybrid-aquatic:seashell_shovel",21243,"Seashell Shovel",131,"galosphere:weapon_racks_can_hold, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:shovels, minecraft:tools"
"Unknown","hybrid-aquatic:seashell_spear",21240,"Seashell Spear",131,"galosphere:weapon_racks_can_hold, minecraft:swords, minecraft:breaks_decorated_pots, galosphere:preservable_items, minecraft:tools"
"Unknown","hybrid-aquatic:turtle_chestplate",21227,"Turtle Chestplate",400,""
"Unknown","immersive_armors:bone_boots",22081,"Bone Boots",104,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:bone_chestplate",22079,"Bone Chestplate",128,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:bone_helmet",22078,"Bone Helmet",88,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:bone_leggings",22080,"Bone Leggings",120,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:divine_boots",22105,"Divine Boots",234,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:divine_chestplate",22103,"Divine Chestplate",288,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:divine_helmet",22102,"Divine Helmet",198,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:divine_leggings",22104,"Divine Leggings",270,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:heavy_boots",22093,"Heavy Boots",260,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:heavy_chestplate",22091,"Heavy Chestplate",320,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:heavy_helmet",22090,"Heavy Helmet",220,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:heavy_leggings",22092,"Heavy Leggings",300,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:prismarine_boots",22109,"Prismarine Boots",234,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:prismarine_chestplate",22107,"Prismarine Chestplate",288,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:prismarine_helmet",22106,"Prismarine Helmet",198,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:prismarine_leggings",22108,"Prismarine Leggings",270,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:robe_boots",22097,"Robe Boots",182,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:robe_chestplate",22095,"Robe Chestplate",224,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:robe_helmet",22094,"Robe Helmet",154,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:robe_leggings",22096,"Robe Leggings",210,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:slime_boots",22101,"Slime Boots",260,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:slime_chestplate",22099,"Slime Chestplate",320,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:slime_helmet",22098,"Slime Helmet",220,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:slime_leggings",22100,"Slime Leggings",300,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:steampunk_boots",22117,"Steampunk Boots",130,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:steampunk_chestplate",22115,"Steampunk Chestplate",160,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:steampunk_helmet",22114,"Steampunk Helmet",110,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:steampunk_leggings",22116,"Steampunk Leggings",150,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:warrior_boots",22089,"Warrior Boots",195,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:warrior_chestplate",22087,"Warrior Chestplate",240,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:warrior_helmet",22086,"Warrior Helmet",165,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:warrior_leggings",22088,"Warrior Leggings",225,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
"Unknown","immersive_armors:wither_boots",22085,"Wither Boots",156,"galosphere:preservable_items, immersive_armors:armor, minecraft:trimmable_armor"
