"Registry name","Map color (hex)","Map color (int)"
"chipped:wired_black_concrete","#191919","1644825"
"chipped:wired_blue_concrete","#334CB2","3361970"
"chipped:wired_brown_concrete","#664C33","6704179"
"chipped:wired_cyan_concrete","#4C7F99","5013401"
"chipped:wired_gray_concrete","#4C4C4C","5000268"
"chipped:wired_green_concrete","#667F33","6717235"
"chipped:wired_light_blue_concrete","#6699D8","6724056"
"chipped:wired_light_gray_concrete","#999999","10066329"
"chipped:wired_lime_concrete","#7FCC19","8375321"
"chipped:wired_magenta_concrete","#B24CD8","11685080"
"chipped:wired_orange_concrete","#D87F33","14188339"
"chipped:wired_pink_concrete","#F27FA5","15892389"
"chipped:wired_purple_concrete","#7F3FB2","8339378"
"chipped:wired_red_concrete","#993333","10040115"
"chipped:wired_white_concrete","#FFFFFF","16777215"
"chipped:wired_yellow_concrete","#E5E533","15066419"
"chipped:wise_stripped_acacia_log","#D87F33","14188339"
"chipped:wise_stripped_birch_log","#F7E9A3","16247203"
"chipped:wise_stripped_cherry_log","#D1B1A1","13742497"
"chipped:wise_stripped_crimson_stem","#943F61","9715553"
"chipped:wise_stripped_dark_oak_log","#664C33","6704179"
"chipped:wise_stripped_jungle_log","#976D4D","9923917"
"chipped:wise_stripped_mangrove_log","#993333","10040115"
"chipped:wise_stripped_oak_log","#8F7748","9402184"
"chipped:wise_stripped_spruce_log","#815631","8476209"
"chipped:wise_stripped_warped_stem","#3A8E8C","3837580"
"chipped:wither_engraved_glowstone","#F7E9A3","16247203"
"chipped:wooden_cage_lantern","#A7A7A7","10987431"
"chipped:wooden_cage_soul_lantern","#A7A7A7","10987431"
"chipped:woved_black_carpet","#191919","1644825"
"chipped:woved_black_wool","#191919","1644825"
"chipped:woved_blue_carpet","#334CB2","3361970"
"chipped:woved_blue_wool","#334CB2","3361970"
"chipped:woved_brown_carpet","#664C33","6704179"
"chipped:woved_brown_wool","#664C33","6704179"
"chipped:woved_cyan_carpet","#4C7F99","5013401"
"chipped:woved_cyan_wool","#4C7F99","5013401"
"chipped:woved_gray_carpet","#4C4C4C","5000268"
"chipped:woved_gray_wool","#4C4C4C","5000268"
"chipped:woved_green_carpet","#667F33","6717235"
"chipped:woved_green_wool","#667F33","6717235"
"chipped:woved_light_blue_carpet","#6699D8","6724056"
"chipped:woved_light_blue_wool","#6699D8","6724056"
"chipped:woved_light_gray_carpet","#999999","10066329"
"chipped:woved_light_gray_wool","#999999","10066329"
"chipped:woved_lime_carpet","#7FCC19","8375321"
"chipped:woved_lime_wool","#7FCC19","8375321"
"chipped:woved_magenta_carpet","#B24CD8","11685080"
"chipped:woved_magenta_wool","#B24CD8","11685080"
"chipped:woved_orange_carpet","#D87F33","14188339"
"chipped:woved_orange_wool","#D87F33","14188339"
"chipped:woved_pink_carpet","#F27FA5","15892389"
"chipped:woved_pink_wool","#F27FA5","15892389"
"chipped:woved_purple_carpet","#7F3FB2","8339378"
"chipped:woved_purple_wool","#7F3FB2","8339378"
"chipped:woved_red_carpet","#993333","10040115"
"chipped:woved_red_wool","#993333","10040115"
"chipped:woved_white_carpet","#FFFFFF","16777215"
"chipped:woved_white_wool","#FFFFFF","16777215"
"chipped:woved_yellow_carpet","#E5E533","15066419"
"chipped:woved_yellow_wool","#E5E533","15066419"
"chipped:woven_acacia_trapdoor","#D87F33","14188339"
"chipped:woven_bamboo_trapdoor","#E5E533","15066419"
"chipped:woven_birch_trapdoor","#F7E9A3","16247203"
"chipped:woven_black_stained_glass","#191919","1644825"
"chipped:woven_black_stained_glass_pane","#000000","0"
"chipped:woven_blue_stained_glass","#334CB2","3361970"
"chipped:woven_blue_stained_glass_pane","#000000","0"
"chipped:woven_brown_stained_glass","#664C33","6704179"
"chipped:woven_brown_stained_glass_pane","#000000","0"
"chipped:woven_cherry_trapdoor","#D1B1A1","13742497"
"chipped:woven_crimson_trapdoor","#943F61","9715553"
"chipped:woven_cyan_stained_glass","#4C7F99","5013401"
"chipped:woven_cyan_stained_glass_pane","#000000","0"
"chipped:woven_dark_oak_trapdoor","#664C33","6704179"
"chipped:woven_gray_stained_glass","#4C4C4C","5000268"
"chipped:woven_gray_stained_glass_pane","#000000","0"
"chipped:woven_green_stained_glass","#667F33","6717235"
"chipped:woven_green_stained_glass_pane","#000000","0"
"chipped:woven_iron_bars","#000000","0"
"chipped:woven_jungle_trapdoor","#976D4D","9923917"
"chipped:woven_light_blue_stained_glass","#6699D8","6724056"
"chipped:woven_light_blue_stained_glass_pane","#000000","0"
"chipped:woven_light_gray_stained_glass","#999999","10066329"
"chipped:woven_light_gray_stained_glass_pane","#000000","0"
"chipped:woven_lime_stained_glass","#7FCC19","8375321"
"chipped:woven_lime_stained_glass_pane","#000000","0"
"chipped:woven_magenta_stained_glass","#B24CD8","11685080"
"chipped:woven_magenta_stained_glass_pane","#000000","0"
"chipped:woven_mangrove_trapdoor","#993333","10040115"
"chipped:woven_oak_trapdoor","#8F7748","9402184"
"chipped:woven_orange_stained_glass","#D87F33","14188339"
"chipped:woven_orange_stained_glass_pane","#000000","0"
"chipped:woven_pink_stained_glass","#F27FA5","15892389"
"chipped:woven_pink_stained_glass_pane","#000000","0"
"chipped:woven_purple_stained_glass","#7F3FB2","8339378"
"chipped:woven_purple_stained_glass_pane","#000000","0"
"chipped:woven_red_stained_glass","#993333","10040115"
"chipped:woven_red_stained_glass_pane","#000000","0"
"chipped:woven_spruce_trapdoor","#815631","8476209"
"chipped:woven_warped_trapdoor","#3A8E8C","3837580"
"chipped:woven_white_stained_glass","#FFFFFF","16777215"
"chipped:woven_white_stained_glass_pane","#000000","0"
"chipped:woven_yellow_stained_glass","#E5E533","15066419"
"chipped:woven_yellow_stained_glass_pane","#000000","0"
"chipped:wrought_iron_lantern","#A7A7A7","10987431"
"chipped:yellow_concrete_bricks","#E5E533","15066419"
"chipped:yellow_concrete_panel","#E5E533","15066419"
"chipped:yellow_concrete_pillar","#E5E533","15066419"
"chipped:yellow_concrete_tiles","#E5E533","15066419"
"chipped:yellow_glazed_terracotta_pillar_sides","#E5E533","15066419"
"chipped:yellow_glazed_terracotta_pillar_top","#E5E533","15066419"
"chipped:yellow_glazed_terracotta_smooth_tiles","#E5E533","15066419"
"chipped:yellow_glazed_terracotta_tiles","#E5E533","15066419"
"chipped:yellow_moss_block","#667F33","6717235"
"chipped:yellow_paper_soul_lantern","#A7A7A7","10987431"
"chipped:yellow_redstone_torch","#000000","0"
"chipped:yellow_redstone_wall_torch","#000000","0"
"chipped:yellow_terracotta_bricks","#BA8524","12223780"
"chipped:yellow_terracotta_column","#BA8524","12223780"
"chipped:yellow_terracotta_pillar","#BA8524","12223780"
"chipped:yellow_terracotta_tile","#BA8524","12223780"
"chipped:yellow_terracotta_tiles","#BA8524","12223780"
"chipped:yellow_tube_lantern","#A7A7A7","10987431"
"chipped:young_warped_roots","#4C7F99","5013401"
"chipped:zippered_iron_bars","#000000","0"
"comforts:hammock_black","#C7C7C7","13092807"
"comforts:hammock_blue","#C7C7C7","13092807"
"comforts:hammock_brown","#C7C7C7","13092807"
"comforts:hammock_cyan","#C7C7C7","13092807"
"comforts:hammock_gray","#C7C7C7","13092807"
"comforts:hammock_green","#C7C7C7","13092807"
"comforts:hammock_light_blue","#C7C7C7","13092807"
"comforts:hammock_light_gray","#C7C7C7","13092807"
"comforts:hammock_lime","#C7C7C7","13092807"
"comforts:hammock_magenta","#C7C7C7","13092807"
"comforts:hammock_orange","#C7C7C7","13092807"
"comforts:hammock_pink","#C7C7C7","13092807"
"comforts:hammock_purple","#C7C7C7","13092807"
"comforts:hammock_red","#C7C7C7","13092807"
"comforts:hammock_white","#C7C7C7","13092807"
"comforts:hammock_yellow","#C7C7C7","13092807"
"comforts:rope_and_nail","#C7C7C7","13092807"
"comforts:sleeping_bag_black","#C7C7C7","13092807"
"comforts:sleeping_bag_blue","#C7C7C7","13092807"
"comforts:sleeping_bag_brown","#C7C7C7","13092807"
"comforts:sleeping_bag_cyan","#C7C7C7","13092807"
"comforts:sleeping_bag_gray","#C7C7C7","13092807"
"comforts:sleeping_bag_green","#C7C7C7","13092807"
"comforts:sleeping_bag_light_blue","#C7C7C7","13092807"
"comforts:sleeping_bag_light_gray","#C7C7C7","13092807"
"comforts:sleeping_bag_lime","#C7C7C7","13092807"
"comforts:sleeping_bag_magenta","#C7C7C7","13092807"
"comforts:sleeping_bag_orange","#C7C7C7","13092807"
"comforts:sleeping_bag_pink","#C7C7C7","13092807"
"comforts:sleeping_bag_purple","#C7C7C7","13092807"
"comforts:sleeping_bag_red","#C7C7C7","13092807"
"comforts:sleeping_bag_white","#C7C7C7","13092807"
"comforts:sleeping_bag_yellow","#C7C7C7","13092807"
"cornexpansion:buttery_popcorn_tin","#000000","0"
"cornexpansion:candied_popcorn_tin","#000000","0"
"cornexpansion:cheesy_popcorn_tin","#000000","0"
"cornexpansion:popcorn_tin","#000000","0"
"cornexpansion:sweet_popcorn_tin","#000000","0"
"cratedelight:apple_crate","#8F7748","9402184"
"cratedelight:beetroot_crate","#8F7748","9402184"
"cratedelight:berry_crate","#8F7748","9402184"
"cratedelight:bread_bag","#FFFFFF","16777215"
"cratedelight:brown_mushroom_crate","#8F7748","9402184"
"cratedelight:carrot_crate","#8F7748","9402184"
"cratedelight:cocoabeans_bag","#FFFFFF","16777215"
"cratedelight:cod_crate","#8F7748","9402184"
"cratedelight:cookie_bag","#FFFFFF","16777215"
"cratedelight:egg_crate","#8F7748","9402184"
"cratedelight:glowberry_crate","#8F7748","9402184"
"cratedelight:golden_apple_crate","#8F7748","9402184"
"cratedelight:golden_carrot_crate","#8F7748","9402184"
"cratedelight:ground_cinnamon_bag","#FFFFFF","16777215"
"cratedelight:gunpowder_bag","#FFFFFF","16777215"
"cratedelight:peanut_crate","#8F7748","9402184"
"cratedelight:poisonous_potato_crate","#8F7748","9402184"
"cratedelight:potato_crate","#8F7748","9402184"
"cratedelight:pumpkin_slice_crate","#8F7748","9402184"
"cratedelight:red_mushroom_crate","#8F7748","9402184"
"cratedelight:salmon_crate","#8F7748","9402184"
"cratedelight:salt_bag","#FFFFFF","16777215"
"cratedelight:sugar_bag","#FFFFFF","16777215"
"creeperoverhaul:potted_tiny_cactus","#000000","0"
"creeperoverhaul:tiny_cactus","#000000","0"
"crittersandcompanions:sea_bunny_slime_block","#000000","0"
"crittersandcompanions:silk_cocoon","#000000","0"
"decorative_blocks:acacia_beam","#D87F33","14188339"
"decorative_blocks:acacia_palisade","#D87F33","14188339"
"decorative_blocks:acacia_seat","#D87F33","14188339"
"decorative_blocks:acacia_support","#D87F33","14188339"
"decorative_blocks:bamboo_palisade","#7FCC19","8375321"
"decorative_blocks:bamboo_seat","#7FCC19","8375321"
"decorative_blocks:bamboo_support","#7FCC19","8375321"
"decorative_blocks:bar_panel","#A7A7A7","10987431"
"decorative_blocks:birch_beam","#F7E9A3","16247203"
"decorative_blocks:birch_palisade","#F7E9A3","16247203"
"decorative_blocks:birch_seat","#F7E9A3","16247203"
"decorative_blocks:birch_support","#F7E9A3","16247203"
"decorative_blocks:bonfire","#FF0000","16711680"
"decorative_blocks:brazier","#A7A7A7","10987431"
"decorative_blocks:chain","#A7A7A7","10987431"
"decorative_blocks:chandelier","#000000","0"
"decorative_blocks:cherry_beam","#F27FA5","15892389"
"decorative_blocks:cherry_palisade","#F27FA5","15892389"
"decorative_blocks:cherry_seat","#F27FA5","15892389"
"decorative_blocks:cherry_support","#F27FA5","15892389"
"decorative_blocks:crimson_beam","#700200","7340544"
"decorative_blocks:crimson_palisade","#700200","7340544"
"decorative_blocks:crimson_seat","#700200","7340544"
"decorative_blocks:crimson_support","#700200","7340544"
"decorative_blocks:dark_oak_beam","#664C33","6704179"
"decorative_blocks:dark_oak_palisade","#664C33","6704179"
"decorative_blocks:dark_oak_seat","#664C33","6704179"
"decorative_blocks:dark_oak_support","#664C33","6704179"
"decorative_blocks:jungle_beam","#976D4D","9923917"
"decorative_blocks:jungle_palisade","#976D4D","9923917"
"decorative_blocks:jungle_seat","#976D4D","9923917"
"decorative_blocks:jungle_support","#976D4D","9923917"
"decorative_blocks:lattice","#8F7748","9402184"
"decorative_blocks:mangrove_beam","#993333","10040115"
"decorative_blocks:mangrove_palisade","#993333","10040115"
"decorative_blocks:mangrove_seat","#993333","10040115"
"decorative_blocks:mangrove_support","#993333","10040115"
"decorative_blocks:oak_beam","#8F7748","9402184"
"decorative_blocks:oak_palisade","#8F7748","9402184"
"decorative_blocks:oak_seat","#8F7748","9402184"
"decorative_blocks:oak_support","#8F7748","9402184"
"decorative_blocks:rocky_dirt","#976D4D","9923917"
"decorative_blocks:soul_bonfire","#4C7F99","5013401"
"decorative_blocks:soul_brazier","#A7A7A7","10987431"
"decorative_blocks:soul_chandelier","#000000","0"
"decorative_blocks:spruce_beam","#815631","8476209"
"decorative_blocks:spruce_palisade","#815631","8476209"
"decorative_blocks:spruce_seat","#815631","8476209"
"decorative_blocks:spruce_support","#815631","8476209"
"decorative_blocks:stone_pillar","#707070","7368816"
"decorative_blocks:thatch","#E5E533","15066419"
"decorative_blocks:warped_beam","#4C7F99","5013401"
"decorative_blocks:warped_palisade","#4C7F99","5013401"
"decorative_blocks:warped_seat","#4C7F99","5013401"
"decorative_blocks:warped_support","#4C7F99","5013401"
"dehydration:bamboo_pump","#007C00","31744"
"dehydration:campfire_cauldron","#707070","7368816"
"dehydration:copper_cauldron","#707070","7368816"
"dehydration:powder_snow_copper_cauldron","#707070","7368816"
"dehydration:purified_water","#4040FF","4210943"
"dehydration:purified_water_copper_cauldron","#707070","7368816"
"dehydration:water_copper_cauldron","#707070","7368816"
"diagonalfences:blockus/charred_fence","#8F7748","9402184"
"diagonalfences:blockus/raw_bamboo_fence","#E5E533","15066419"
"diagonalfences:blockus/white_oak_fence","#8F7748","9402184"
"diagonalfences:bloomingnature/aspen_fence","#000000","0"
"diagonalfences:bloomingnature/baobab_fence","#000000","0"
"diagonalfences:bloomingnature/cactus_fence","#000000","0"
"diagonalfences:bloomingnature/chestnut_fence","#000000","0"
"diagonalfences:bloomingnature/ebony_fence","#000000","0"
"diagonalfences:bloomingnature/fan_palm_fence","#000000","0"
"diagonalfences:bloomingnature/fir_fence","#000000","0"
"diagonalfences:bloomingnature/larch_fence","#000000","0"
"diagonalfences:bloomingnature/swamp_cypress_fence","#000000","0"
"diagonalfences:bloomingnature/swamp_oak_fence","#000000","0"
"diagonalfences:ecologics/azalea_fence","#8F7748","9402184"
"diagonalfences:ecologics/coconut_fence","#8F7748","9402184"
"diagonalfences:ecologics/flowering_azalea_fence","#8F7748","9402184"
"diagonalfences:ecologics/walnut_fence","#8F7748","9402184"
"diagonalfences:extshape/acacia_wood_fence","#4C4C4C","5000268"
"diagonalfences:extshape/amethyst_fence","#7F3FB2","8339378"
"diagonalfences:extshape/ancient_debris_fence","#191919","1644825"
"diagonalfences:extshape/andesite_fence","#707070","7368816"
"diagonalfences:extshape/bamboo_block_fence","#007C00","31744"
"diagonalfences:extshape/bamboo_mosaic_fence","#E5E533","15066419"
"diagonalfences:extshape/basalt_fence","#191919","1644825"
"diagonalfences:extshape/bedrock_fence","#707070","7368816"
"diagonalfences:extshape/birch_wood_fence","#F7E9A3","16247203"
"diagonalfences:extshape/black_concrete_fence","#191919","1644825"
"diagonalfences:extshape/black_terracotta_fence","#251610","2430480"
"diagonalfences:extshape/black_wool_fence","#191919","1644825"
"diagonalfences:extshape/blue_concrete_fence","#334CB2","3361970"
"diagonalfences:extshape/blue_terracotta_fence","#4C3E5C","4996700"
"diagonalfences:extshape/blue_wool_fence","#334CB2","3361970"
"diagonalfences:extshape/brick_fence","#993333","10040115"
"diagonalfences:extshape/brown_concrete_fence","#664C33","6704179"
"diagonalfences:extshape/brown_terracotta_fence","#4C3223","4993571"
"diagonalfences:extshape/brown_wool_fence","#664C33","6704179"
"diagonalfences:extshape/calcite_fence","#D1B1A1","13742497"
"diagonalfences:extshape/cherry_wood_fence","#392923","3746083"
"diagonalfences:extshape/chiseled_deepslate_fence","#646464","6579300"
"diagonalfences:extshape/chiseled_quartz_fence","#FFFCF5","16776437"
"diagonalfences:extshape/chiseled_stone_brick_fence","#707070","7368816"
"diagonalfences:extshape/clay_fence","#A4A8B8","10791096"
"diagonalfences:extshape/coal_fence","#191919","1644825"
"diagonalfences:extshape/coarse_dirt_fence","#976D4D","9923917"
"diagonalfences:extshape/cobbled_deepslate_fence","#646464","6579300"
"diagonalfences:extshape/cobblestone_fence","#707070","7368816"
"diagonalfences:extshape/copper_fence","#D87F33","14188339"
"diagonalfences:extshape/crimson_hyphae_fence","#5C191D","6035741"
"diagonalfences:extshape/crying_obsidian_fence","#191919","1644825"
"diagonalfences:extshape/cut_copper_fence","#D87F33","14188339"
"diagonalfences:extshape/cyan_concrete_fence","#4C7F99","5013401"
"diagonalfences:extshape/cyan_terracotta_fence","#575C5C","5725276"
"diagonalfences:extshape/cyan_wool_fence","#4C7F99","5013401"
"diagonalfences:extshape/dark_oak_wood_fence","#664C33","6704179"
"diagonalfences:extshape/dark_prismarine_fence","#5CDBD5","6085589"
"diagonalfences:extshape/deepslate_brick_fence","#646464","6579300"
"diagonalfences:extshape/deepslate_fence","#646464","6579300"
"diagonalfences:extshape/deepslate_tile_fence","#646464","6579300"
"diagonalfences:extshape/diamond_fence","#5CDBD5","6085589"
"diagonalfences:extshape/diorite_fence","#FFFCF5","16776437"
"diagonalfences:extshape/dirt_fence","#976D4D","9923917"
"diagonalfences:extshape/dripstone_fence","#4C3223","4993571"
"diagonalfences:extshape/emerald_fence","#00D93A","55610"
"diagonalfences:extshape/end_stone_brick_fence","#F7E9A3","16247203"
"diagonalfences:extshape/end_stone_fence","#F7E9A3","16247203"
"diagonalfences:extshape/exposed_copper_fence","#876B62","8874850"
"diagonalfences:extshape/exposed_cut_copper_fence","#876B62","8874850"
"diagonalfences:extshape/glowstone_fence","#F7E9A3","16247203"
"diagonalfences:extshape/gold_fence","#FAEE4D","16445005"
"diagonalfences:extshape/granite_fence","#976D4D","9923917"
"diagonalfences:extshape/gray_concrete_fence","#4C4C4C","5000268"
"diagonalfences:extshape/gray_terracotta_fence","#392923","3746083"
"diagonalfences:extshape/gray_wool_fence","#4C4C4C","5000268"
"diagonalfences:extshape/green_concrete_fence","#667F33","6717235"
"diagonalfences:extshape/green_terracotta_fence","#4C522A","5001770"
"diagonalfences:extshape/green_wool_fence","#667F33","6717235"
"diagonalfences:extshape/honeycomb_fence","#D87F33","14188339"
"diagonalfences:extshape/iron_fence","#A7A7A7","10987431"
"diagonalfences:extshape/jungle_wood_fence","#976D4D","9923917"
"diagonalfences:extshape/lapis_fence","#4A80FF","4882687"
"diagonalfences:extshape/light_blue_concrete_fence","#6699D8","6724056"
"diagonalfences:extshape/light_blue_terracotta_fence","#706C8A","7367818"
"diagonalfences:extshape/light_blue_wool_fence","#6699D8","6724056"
"diagonalfences:extshape/light_gray_concrete_fence","#999999","10066329"
"diagonalfences:extshape/light_gray_terracotta_fence","#876B62","8874850"
"diagonalfences:extshape/light_gray_wool_fence","#999999","10066329"
"diagonalfences:extshape/lime_concrete_fence","#7FCC19","8375321"
"diagonalfences:extshape/lime_terracotta_fence","#677535","6780213"
"diagonalfences:extshape/lime_wool_fence","#7FCC19","8375321"
"diagonalfences:extshape/magenta_concrete_fence","#B24CD8","11685080"
"diagonalfences:extshape/magenta_terracotta_fence","#95576C","9787244"
"diagonalfences:extshape/magenta_wool_fence","#B24CD8","11685080"
"diagonalfences:extshape/mangrove_wood_fence","#993333","10040115"
"diagonalfences:extshape/melon_fence","#7FCC19","8375321"
"diagonalfences:extshape/moss_fence","#667F33","6717235"
"diagonalfences:extshape/mossy_cobblestone_fence","#707070","7368816"
"diagonalfences:extshape/mossy_stone_brick_fence","#707070","7368816"
"diagonalfences:extshape/mud_brick_fence","#876B62","8874850"
"diagonalfences:extshape/nether_wart_fence","#993333","10040115"
"diagonalfences:extshape/netherite_fence","#191919","1644825"
"diagonalfences:extshape/netherrack_fence","#700200","7340544"
"diagonalfences:extshape/oak_wood_fence","#8F7748","9402184"
"diagonalfences:extshape/obsidian_fence","#191919","1644825"
"diagonalfences:extshape/ochre_froglight_fence","#F7E9A3","16247203"
"diagonalfences:extshape/orange_concrete_fence","#D87F33","14188339"
"diagonalfences:extshape/orange_terracotta_fence","#9F5224","10441252"
"diagonalfences:extshape/orange_wool_fence","#D87F33","14188339"
"diagonalfences:extshape/oxidized_copper_fence","#167E86","1474182"
"diagonalfences:extshape/oxidized_cut_copper_fence","#167E86","1474182"
"diagonalfences:extshape/packed_ice_fence","#A0A0FF","10526975"
"diagonalfences:extshape/packed_mud_fence","#976D4D","9923917"
"diagonalfences:extshape/pearlescent_froglight_fence","#F27FA5","15892389"
"diagonalfences:extshape/pink_concrete_fence","#F27FA5","15892389"
"diagonalfences:extshape/pink_terracotta_fence","#A04D4E","10505550"
"diagonalfences:extshape/pink_wool_fence","#F27FA5","15892389"
"diagonalfences:extshape/polished_andesite_fence","#707070","7368816"
"diagonalfences:extshape/polished_basalt_fence","#191919","1644825"
"diagonalfences:extshape/polished_deepslate_fence","#646464","6579300"
"diagonalfences:extshape/polished_diorite_fence","#FFFCF5","16776437"
"diagonalfences:extshape/polished_granite_fence","#976D4D","9923917"
"diagonalfences:extshape/prismarine_brick_fence","#5CDBD5","6085589"
"diagonalfences:extshape/prismarine_fence","#4C7F99","5013401"
"diagonalfences:extshape/pumpkin_fence","#D87F33","14188339"
"diagonalfences:extshape/purple_concrete_fence","#7F3FB2","8339378"
"diagonalfences:extshape/purple_terracotta_fence","#7A4958","8014168"
"diagonalfences:extshape/purple_wool_fence","#7F3FB2","8339378"
"diagonalfences:extshape/purpur_fence","#B24CD8","11685080"
"diagonalfences:extshape/quartz_brick_fence","#FFFCF5","16776437"
"diagonalfences:extshape/quartz_fence","#FFFCF5","16776437"
"diagonalfences:extshape/raw_copper_fence","#D87F33","14188339"
"diagonalfences:extshape/raw_gold_fence","#FAEE4D","16445005"
"diagonalfences:extshape/raw_iron_fence","#D8AF93","14200723"
"diagonalfences:extshape/red_concrete_fence","#993333","10040115"
"diagonalfences:extshape/red_nether_brick_fence","#700200","7340544"
"diagonalfences:extshape/red_terracotta_fence","#8E3C2E","9321518"
"diagonalfences:extshape/red_wool_fence","#993333","10040115"
"diagonalfences:extshape/sculk_fence","#191919","1644825"
"diagonalfences:extshape/shroomlight_fence","#993333","10040115"
"diagonalfences:extshape/smooth_basalt_fence","#191919","1644825"
"diagonalfences:extshape/smooth_quartz_fence","#FFFCF5","16776437"
"diagonalfences:extshape/smooth_red_sandstone_fence","#D87F33","14188339"
"diagonalfences:extshape/smooth_sandstone_fence","#F7E9A3","16247203"
"diagonalfences:extshape/smooth_stone_fence","#707070","7368816"
"diagonalfences:extshape/snow_fence","#FFFFFF","16777215"
"diagonalfences:extshape/spruce_wood_fence","#815631","8476209"
"diagonalfences:extshape/stone_brick_fence","#707070","7368816"
"diagonalfences:extshape/stone_fence","#707070","7368816"
"diagonalfences:extshape/stripped_acacia_wood_fence","#D87F33","14188339"
"diagonalfences:extshape/stripped_bamboo_block_fence","#E5E533","15066419"
"diagonalfences:extshape/stripped_birch_wood_fence","#F7E9A3","16247203"
"diagonalfences:extshape/stripped_cherry_wood_fence","#A04D4E","10505550"
"diagonalfences:extshape/stripped_crimson_hyphae_fence","#5C191D","6035741"
"diagonalfences:extshape/stripped_dark_oak_wood_fence","#664C33","6704179"
"diagonalfences:extshape/stripped_jungle_wood_fence","#976D4D","9923917"
"diagonalfences:extshape/stripped_mangrove_wood_fence","#993333","10040115"
"diagonalfences:extshape/stripped_oak_wood_fence","#8F7748","9402184"
"diagonalfences:extshape/stripped_spruce_wood_fence","#815631","8476209"
"diagonalfences:extshape/stripped_warped_hyphae_fence","#562C3E","5647422"
"diagonalfences:extshape/terracotta_fence","#D87F33","14188339"
"diagonalfences:extshape/tuff_fence","#392923","3746083"
"diagonalfences:extshape/verdant_froglight_fence","#7FA796","8365974"
"diagonalfences:extshape/warped_hyphae_fence","#562C3E","5647422"
"diagonalfences:extshape/warped_wart_fence","#14B485","1356933"
"diagonalfences:extshape/waxed_copper_fence","#D87F33","14188339"
"diagonalfences:extshape/waxed_cut_copper_fence","#D87F33","14188339"
"diagonalfences:extshape/waxed_exposed_copper_fence","#876B62","8874850"
"diagonalfences:extshape/waxed_exposed_cut_copper_fence","#876B62","8874850"
"diagonalfences:extshape/waxed_oxidized_copper_fence","#167E86","1474182"
"diagonalfences:extshape/waxed_oxidized_cut_copper_fence","#167E86","1474182"
"diagonalfences:extshape/waxed_weathered_copper_fence","#3A8E8C","3837580"
"diagonalfences:extshape/waxed_weathered_cut_copper_fence","#3A8E8C","3837580"
"diagonalfences:extshape/weathered_copper_fence","#3A8E8C","3837580"
"diagonalfences:extshape/weathered_cut_copper_fence","#3A8E8C","3837580"
"diagonalfences:extshape/white_concrete_fence","#FFFFFF","16777215"
"diagonalfences:extshape/white_terracotta_fence","#D1B1A1","13742497"
"diagonalfences:extshape/white_wool_fence","#FFFFFF","16777215"
"diagonalfences:extshape/yellow_concrete_fence","#E5E533","15066419"
"diagonalfences:extshape/yellow_terracotta_fence","#BA8524","12223780"
"diagonalfences:extshape/yellow_wool_fence","#E5E533","15066419"
"diagonalfences:extshape_blockus/amethyst_brick_fence","#7F3FB2","8339378"
"diagonalfences:extshape_blockus/andesite_brick_fence","#707070","7368816"
"diagonalfences:extshape_blockus/black_gingham_wool_fence","#191919","1644825"
"diagonalfences:extshape_blockus/black_patterned_wool_fence","#191919","1644825"
"diagonalfences:extshape_blockus/black_shingles_fence","#251610","2430480"
"diagonalfences:extshape_blockus/black_stone_brick_fence","#191919","1644825"
"diagonalfences:extshape_blockus/blaze_brick_fence","#700200","7340544"
"diagonalfences:extshape_blockus/blaze_lantern_fence","#D87F33","14188339"
"diagonalfences:extshape_blockus/blue_gingham_wool_fence","#334CB2","3361970"
"diagonalfences:extshape_blockus/blue_patterned_wool_fence","#334CB2","3361970"
"diagonalfences:extshape_blockus/blue_shingles_fence","#4C3E5C","4996700"
"diagonalfences:extshape_blockus/blue_stone_brick_fence","#334CB2","3361970"
"diagonalfences:extshape_blockus/bluestone_brick_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/bluestone_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/bluestone_squares_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/bluestone_tile_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/brown_gingham_wool_fence","#664C33","6704179"
"diagonalfences:extshape_blockus/brown_patterned_wool_fence","#664C33","6704179"
"diagonalfences:extshape_blockus/brown_shingles_fence","#4C3223","4993571"
"diagonalfences:extshape_blockus/brown_stone_brick_fence","#664C33","6704179"
"diagonalfences:extshape_blockus/burnt_paper_fence","#707070","7368816"
"diagonalfences:extshape_blockus/charcoal_fence","#191919","1644825"
"diagonalfences:extshape_blockus/charred_brick_fence","#993333","10040115"
"diagonalfences:extshape_blockus/charred_nether_brick_fence","#191919","1644825"
"diagonalfences:extshape_blockus/chiseled_amethyst_fence","#7F3FB2","8339378"
"diagonalfences:extshape_blockus/chiseled_andesite_brick_fence","#707070","7368816"
"diagonalfences:extshape_blockus/chiseled_bluestone_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/chiseled_diorite_brick_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/chiseled_dripstone_fence","#4C3223","4993571"
"diagonalfences:extshape_blockus/chiseled_granite_brick_fence","#976D4D","9923917"
"diagonalfences:extshape_blockus/chiseled_lava_brick_fence","#707070","7368816"
"diagonalfences:extshape_blockus/chiseled_lava_polished_blackstone_fence","#191919","1644825"
