"ID","Name","Description","Parent"
"extshape_blockus:recipes/building_blocks/chocolate_brick_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/chocolate_brick_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/chocolate_brick_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_quarter_piece_from_chocolate_block_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_quarter_piece_from_chocolate_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_quarter_piece_from_vertical_stairs_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_quarter_piece_from_vertical_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_slab","extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_slab_from_chocolate_block_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_slab_from_chocolate_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_slab_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_slab_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_stairs","extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_stairs_from_chocolate_block_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_stairs_from_chocolate_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_stairs_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_brick_vertical_stairs_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_slab_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_stairs_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/chocolate_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_chocolate_block_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_chocolate_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_slab_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_stairs_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_slab","extshape_blockus:recipes/building_blocks/chocolate_squares_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_slab_from_chocolate_block_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_slab_from_chocolate_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_slab_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_slab_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/chocolate_squares_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_stairs","extshape_blockus:recipes/building_blocks/chocolate_squares_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_stairs_from_chocolate_block_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_stairs_from_chocolate_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_stairs_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_stairs_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/chocolate_squares_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_quarter_piece_from_chocolate_block_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_quarter_piece_from_chocolate_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_quarter_piece_from_vertical_stairs_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_quarter_piece_from_vertical_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_slab","extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_slab_from_chocolate_block_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_slab_from_chocolate_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_slab_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_slab_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_stairs","extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_stairs_from_chocolate_block_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_stairs_from_chocolate_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_stairs_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_squares_vertical_stairs_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/chocolate_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/chocolate_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_vertical_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_vertical_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/chocolate_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_vertical_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_vertical_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_vertical_quarter_piece_from_vertical_stairs_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_vertical_quarter_piece_from_vertical_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_vertical_slab","extshape_blockus:recipes/building_blocks/chocolate_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_vertical_slab_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_vertical_slab_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_vertical_stairs","extshape_blockus:recipes/building_blocks/chocolate_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chocolate_vertical_stairs_from_stonecutting","extshape_blockus:recipes/building_blocks/chocolate_vertical_stairs_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chorus_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/chorus_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chorus_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/chorus_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chorus_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/chorus_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chorus_slab","extshape_blockus:recipes/building_blocks/chorus_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chorus_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/chorus_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chorus_stairs","extshape_blockus:recipes/building_blocks/chorus_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chorus_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/chorus_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chorus_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/chorus_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chorus_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/chorus_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chorus_vertical_slab","extshape_blockus:recipes/building_blocks/chorus_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/chorus_vertical_stairs","extshape_blockus:recipes/building_blocks/chorus_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_slab_stonecutting","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_stairs_stonecutting","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_slab","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_slab_from_stonecutting","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_slab_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_stairs","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_stairs_from_stonecutting","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_stairs_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_quarter_piece_from_vertical_stairs_stonecutting","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_quarter_piece_from_vertical_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_slab","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_slab_from_stonecutting","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_slab_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_stairs","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_stairs_from_stonecutting","extshape_blockus:recipes/building_blocks/cracked_tuff_brick_vertical_stairs_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_mosaic_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/crimson_mosaic_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_mosaic_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/crimson_mosaic_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_mosaic_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/crimson_mosaic_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_mosaic_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/crimson_mosaic_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_mosaic_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/crimson_mosaic_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_mosaic_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/crimson_mosaic_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_mosaic_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/crimson_mosaic_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_mosaic_vertical_slab","extshape_blockus:recipes/building_blocks/crimson_mosaic_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_mosaic_vertical_stairs","extshape_blockus:recipes/building_blocks/crimson_mosaic_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_small_stems_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/crimson_small_stems_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_small_stems_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/crimson_small_stems_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_small_stems_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/crimson_small_stems_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_small_stems_slab","extshape_blockus:recipes/building_blocks/crimson_small_stems_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_small_stems_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/crimson_small_stems_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_small_stems_stairs","extshape_blockus:recipes/building_blocks/crimson_small_stems_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_small_stems_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/crimson_small_stems_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_small_stems_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/crimson_small_stems_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_small_stems_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/crimson_small_stems_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_small_stems_vertical_slab","extshape_blockus:recipes/building_blocks/crimson_small_stems_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_small_stems_vertical_stairs","extshape_blockus:recipes/building_blocks/crimson_small_stems_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_nether_wart_block_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_nether_wart_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_slab_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_stairs_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_slab_from_vertical_slab","extshape_blockus:recipes/building_blocks/crimson_wart_brick_slab_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_stairs_from_vertical_stairs","extshape_blockus:recipes/building_blocks/crimson_wart_brick_stairs_from_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_quarter_piece","extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_quarter_piece","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_quarter_piece_from_nether_wart_block_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_quarter_piece_from_nether_wart_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_quarter_piece_from_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_quarter_piece_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_quarter_piece_from_vertical_slab","extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_quarter_piece_from_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_quarter_piece_from_vertical_slab_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_quarter_piece_from_vertical_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_quarter_piece_from_vertical_stairs_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_quarter_piece_from_vertical_stairs_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_slab","extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_slab_from_nether_wart_block_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_slab_from_nether_wart_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_slab_from_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_slab_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_stairs","extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_stairs","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_stairs_from_nether_wart_block_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_stairs_from_nether_wart_block_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_stairs_from_stonecutting","extshape_blockus:recipes/building_blocks/crimson_wart_brick_vertical_stairs_from_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_warty_blackstone_brick_quarter_piece_from_slab","extshape_blockus:recipes/building_blocks/crimson_warty_blackstone_brick_quarter_piece_from_slab","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_warty_blackstone_brick_quarter_piece_from_slab_stonecutting","extshape_blockus:recipes/building_blocks/crimson_warty_blackstone_brick_quarter_piece_from_slab_stonecutting","<null>","minecraft:recipes/root"
"extshape_blockus:recipes/building_blocks/crimson_warty_blackstone_brick_quarter_piece_from_stairs_stonecutting","extshape_blockus:recipes/building_blocks/crimson_warty_blackstone_brick_quarter_piece_from_stairs_stonecutting","<null>","minecraft:recipes/root"
